policy,kshape,ls,amp,weeks,gain
P_beat,ard,0.4,2.0,1,0.00031764776365667696
LCB,ard,0.4,2.0,1,0.0003255592634798668
latent_EI,ard,0.4,2.0,1,0.00032300208740287137
thompson,ard,0.4,2.0,1,0.0
exploit,ard,0.4,2.0,1,0.0
maximin,ard,0.4,2.0,1,0.0
random,ard,0.4,2.0,1,0.0
observable_EI,ard,0.4,2.0,1,0.0
P_beat,ard,0.4,2.0,1,0.0
LCB,ard,0.4,2.0,1,0.0
latent_EI,ard,0.4,2.0,1,0.0
thompson,ard,0.4,2.0,1,0.0
exploit,ard,0.4,2.0,1,0.0
maximin,ard,0.4,2.0,1,0.0
random,ard,0.4,2.0,1,0.0
observable_EI,ard,0.4,2.0,1,0.0
P_beat,ard,0.4,2.0,1,0.0
LCB,ard,0.4,2.0,1,0.0
latent_EI,ard,0.4,2.0,1,0.0
thompson,ard,0.4,2.0,1,0.0
exploit,ard,0.4,2.0,1,0.0
maximin,ard,0.4,2.0,1,0.0
random,ard,0.4,2.0,1,0.00028037374311975865
observable_EI,ard,0.8,0.5,1,0.0
P_beat,ard,0.8,0.5,1,0.0
LCB,ard,0.8,0.5,1,0.0
latent_EI,ard,0.8,0.5,1,0.0
thompson,ard,0.8,0.5,1,0.0
exploit,ard,0.8,0.5,1,0.0
maximin,ard,0.8,0.5,1,0.0
random,ard,0.8,0.5,1,0.0
observable_EI,ard,0.8,0.5,1,0.0
P_beat,ard,0.8,0.5,1,0.0
LCB,ard,0.8,0.5,1,0.0
latent_EI,ard,0.8,0.5,1,0.0
thompson,ard,0.8,0.5,1,0.0
exploit,ard,0.8,0.5,1,0.0
maximin,ard,0.8,0.5,1,0.0
random,ard,0.8,0.5,1,0.0
observable_EI,ard,0.8,0.5,1,0.0
P_beat,ard,0.8,0.5,1,0.0
LCB,ard,0.8,0.5,1,0.0
latent_EI,ard,0.8,0.5,1,0.0
thompson,ard,0.8,0.5,1,0.0
exploit,ard,0.8,0.5,1,0.0
maximin,ard,0.8,0.5,1,0.0
random,ard,0.8,0.5,1,0.0
observable_EI,ard,0.8,1.0,1,0.0
P_beat,ard,0.8,1.0,1,0.0
LCB,ard,0.8,1.0,1,0.0
latent_EI,ard,0.8,1.0,1,0.0
thompson,ard,0.8,1.0,1,0.0
exploit,ard,0.8,1.0,1,0.0
maximin,ard,0.8,1.0,1,0.0
random,ard,0.8,1.0,1,0.0
observable_EI,ard,0.8,1.0,1,0.0
P_beat,ard,0.8,1.0,1,0.0
LCB,ard,0.8,1.0,1,0.0
latent_EI,ard,0.8,1.0,1,0.0
thompson,ard,0.8,1.0,1,0.0
exploit,ard,0.8,1.0,1,0.0
maximin,ard,0.8,1.0,1,0.0
random,ard,0.8,1.0,1,0.0
observable_EI,ard,0.8,1.0,1,0.0
P_beat,ard,0.8,1.0,1,0.0
LCB,ard,0.8,1.0,1,0.0
latent_EI,ard,0.8,1.0,1,0.0
thompson,ard,0.8,1.0,1,0.0
exploit,ard,0.8,1.0,1,0.0
maximin,ard,0.8,1.0,1,0.0
random,ard,0.8,1.0,1,0.0
observable_EI,ard,0.8,2.0,1,0.0
P_beat,ard,0.8,2.0,1,0.0
LCB,ard,0.8,2.0,1,0.0
latent_EI,ard,0.8,2.0,1,0.0
thompson,ard,0.8,2.0,1,0.0
exploit,ard,0.8,2.0,1,0.0
maximin,ard,0.8,2.0,1,0.0
random,ard,0.8,2.0,1,0.0
observable_EI,ard,0.8,2.0,1,0.0
P_beat,ard,0.8,2.0,1,0.0
LCB,ard,0.8,2.0,1,0.0
latent_EI,ard,0.8,2.0,1,0.0
thompson,ard,0.8,2.0,1,0.0
exploit,ard,0.8,2.0,1,0.0
maximin,ard,0.8,2.0,1,0.0
random,ard,0.8,2.0,1,0.0
observable_EI,ard,0.8,2.0,1,0.0
P_beat,ard,0.8,2.0,1,0.00014312421071731145
LCB,ard,0.8,2.0,1,0.0
latent_EI,ard,0.8,2.0,1,0.0
thompson,ard,0.8,2.0,1,0.0
exploit,ard,0.8,2.0,1,0.0
maximin,ard,0.8,2.0,1,0.0
random,ard,0.8,2.0,1,0.0
observable_EI,iso,0.1,0.5,3,0.0
P_beat,iso,0.1,0.5,3,0.0
LCB,iso,0.1,0.5,3,0.0
latent_EI,iso,0.1,0.5,3,0.0
thompson,iso,0.1,0.5,3,0.0
exploit,iso,0.1,0.5,3,0.0
maximin,iso,0.1,0.5,3,0.0
random,iso,0.1,0.5,3,0.0
observable_EI,iso,0.1,0.5,3,0.0
P_beat,iso,0.1,0.5,3,0.0
LCB,iso,0.1,0.5,3,0.0
latent_EI,iso,0.1,0.5,3,0.0
thompson,iso,0.1,0.5,3,0.0
exploit,iso,0.1,0.5,3,0.0
maximin,iso,0.1,0.5,3,0.0
random,iso,0.1,0.5,3,0.0
observable_EI,iso,0.1,0.5,3,0.0
P_beat,iso,0.1,0.5,3,0.0
LCB,iso,0.1,0.5,3,0.0
latent_EI,iso,0.1,0.5,3,0.0
thompson,iso,0.1,0.5,3,0.0003426605594945458
exploit,iso,0.1,0.5,3,0.0
maximin,iso,0.1,0.5,3,0.0
random,iso,0.1,0.5,3,0.0
observable_EI,iso,0.1,1.0,3,0.0
P_beat,iso,0.1,1.0,3,0.0001442533338028068
LCB,iso,0.1,1.0,3,0.0
latent_EI,iso,0.1,1.0,3,0.0
thompson,iso,0.1,1.0,3,0.0
exploit,iso,0.1,1.0,3,0.0
maximin,iso,0.1,1.0,3,0.0
random,iso,0.1,1.0,3,0.0
observable_EI,iso,0.1,1.0,3,0.0
P_beat,iso,0.1,1.0,3,0.0
LCB,iso,0.1,1.0,3,0.0
latent_EI,iso,0.1,1.0,3,0.0
thompson,iso,0.1,1.0,3,0.0
exploit,iso,0.1,1.0,3,0.0
maximin,iso,0.1,1.0,3,5.684575944057025e-05
random,iso,0.1,1.0,3,0.0
observable_EI,iso,0.1,1.0,3,0.0
P_beat,iso,0.1,1.0,3,0.0
LCB,iso,0.1,1.0,3,0.0
latent_EI,iso,0.1,1.0,3,0.0
thompson,iso,0.1,1.0,3,0.0
exploit,iso,0.1,1.0,3,0.0
maximin,iso,0.1,1.0,3,0.0
random,iso,0.1,1.0,3,0.0
observable_EI,iso,0.1,2.0,3,0.0
P_beat,iso,0.1,2.0,3,0.0
LCB,iso,0.1,2.0,3,0.0
latent_EI,iso,0.1,2.0,3,0.0
thompson,iso,0.1,2.0,3,0.0
exploit,iso,0.1,2.0,3,0.0
maximin,iso,0.1,2.0,3,0.0
random,iso,0.1,2.0,3,0.0
observable_EI,iso,0.1,2.0,3,0.0
P_beat,iso,0.1,2.0,3,0.0
LCB,iso,0.1,2.0,3,0.0
latent_EI,iso,0.1,2.0,3,0.0
thompson,iso,0.1,2.0,3,0.0
exploit,iso,0.1,2.0,3,0.0
maximin,iso,0.1,2.0,3,0.00024133292331611765
random,iso,0.1,2.0,3,0.0
observable_EI,iso,0.1,2.0,3,0.00031754777085614796
P_beat,iso,0.1,2.0,3,0.0
LCB,iso,0.1,2.0,3,0.0
latent_EI,iso,0.1,2.0,3,0.00032273756773162075
thompson,iso,0.1,2.0,3,0.0
exploit,iso,0.1,2.0,3,0.0
maximin,iso,0.1,2.0,3,0.0
random,iso,0.1,2.0,3,0.00026221753245358423
observable_EI,iso,0.15,0.5,3,0.0
P_beat,iso,0.15,0.5,3,0.0
LCB,iso,0.15,0.5,3,0.00012727247723094408
latent_EI,iso,0.15,0.5,3,0.0
thompson,iso,0.15,0.5,3,0.0
exploit,iso,0.15,0.5,3,0.0
maximin,iso,0.15,0.5,3,0.0
random,iso,0.15,0.5,3,0.0
observable_EI,iso,0.15,0.5,3,0.0
P_beat,iso,0.15,0.5,3,0.0
LCB,iso,0.15,0.5,3,0.0
latent_EI,iso,0.15,0.5,3,0.0
thompson,iso,0.15,0.5,3,0.0
exploit,iso,0.15,0.5,3,0.0
maximin,iso,0.15,0.5,3,0.0
random,iso,0.15,0.5,3,0.0
observable_EI,iso,0.15,0.5,3,0.0
P_beat,iso,0.15,0.5,3,0.0
LCB,iso,0.15,0.5,3,0.0
latent_EI,iso,0.15,0.5,3,0.0
thompson,iso,0.15,0.5,3,0.0
exploit,iso,0.15,0.5,3,0.0
maximin,iso,0.15,0.5,3,0.0
random,iso,0.15,0.5,3,0.0
observable_EI,iso,0.15,1.0,3,0.0
P_beat,iso,0.15,1.0,3,0.0
LCB,iso,0.15,1.0,3,0.0
latent_EI,iso,0.15,1.0,3,0.0
thompson,iso,0.15,1.0,3,0.0
exploit,iso,0.15,1.0,3,0.0
maximin,iso,0.15,1.0,3,0.0
random,iso,0.15,1.0,3,0.0
observable_EI,iso,0.15,1.0,3,0.0
P_beat,iso,0.15,1.0,3,0.0
LCB,iso,0.15,1.0,3,0.0
latent_EI,iso,0.15,1.0,3,0.0
thompson,iso,0.15,1.0,3,0.0
exploit,iso,0.15,1.0,3,0.0
maximin,iso,0.15,1.0,3,0.0
random,iso,0.15,1.0,3,0.0
observable_EI,iso,0.15,1.0,3,0.0
P_beat,iso,0.15,1.0,3,0.0
LCB,iso,0.15,1.0,3,0.0
latent_EI,iso,0.15,1.0,3,9.215638512595698e-05
thompson,iso,0.15,1.0,3,0.0
exploit,iso,0.15,1.0,3,0.0
maximin,iso,0.15,1.0,3,0.0
random,iso,0.15,1.0,3,0.0
observable_EI,iso,0.15,2.0,3,0.0
P_beat,iso,0.15,2.0,3,0.0002621055889727004
LCB,iso,0.15,2.0,3,0.0
latent_EI,iso,0.15,2.0,3,0.0
thompson,iso,0.15,2.0,3,0.0
exploit,iso,0.15,2.0,3,0.0
maximin,iso,0.15,2.0,3,0.0
random,iso,0.15,2.0,3,0.0
observable_EI,iso,0.15,2.0,3,0.0
P_beat,iso,0.15,2.0,3,0.0003651363405269325
LCB,iso,0.15,2.0,3,0.0
latent_EI,iso,0.15,2.0,3,0.0
thompson,iso,0.15,2.0,3,0.0003203157510469981
exploit,iso,0.15,2.0,3,0.0
maximin,iso,0.15,2.0,3,0.0
random,iso,0.15,2.0,3,0.0
observable_EI,iso,0.15,2.0,3,0.0
P_beat,iso,0.15,2.0,3,0.0
LCB,iso,0.15,2.0,3,0.00021132184497555742
latent_EI,iso,0.15,2.0,3,0.0
thompson,iso,0.15,2.0,3,0.0
exploit,iso,0.15,2.0,3,0.000366749846484365
maximin,iso,0.15,2.0,3,0.0
random,iso,0.15,2.0,3,0.0
observable_EI,iso,0.25,0.5,3,0.0
P_beat,iso,0.25,0.5,3,0.0
LCB,iso,0.25,0.5,3,0.0
latent_EI,iso,0.25,0.5,3,0.0
thompson,iso,0.25,0.5,3,0.0002670511794899887
exploit,iso,0.25,0.5,3,0.0
maximin,iso,0.25,0.5,3,0.0
random,iso,0.25,0.5,3,0.0
observable_EI,iso,0.25,0.5,3,0.0
P_beat,iso,0.25,0.5,3,0.0
LCB,iso,0.25,0.5,3,0.0
latent_EI,iso,0.25,0.5,3,0.0
thompson,iso,0.25,0.5,3,0.0
exploit,iso,0.25,0.5,3,0.0
maximin,iso,0.25,0.5,3,0.0
random,iso,0.25,0.5,3,0.0
observable_EI,iso,0.25,0.5,3,0.0
P_beat,iso,0.25,0.5,3,0.0
LCB,iso,0.25,0.5,3,3.968011185385333e-05
latent_EI,iso,0.25,0.5,3,0.00010855626562125405
thompson,iso,0.25,0.5,3,0.0
exploit,iso,0.25,0.5,3,0.0
maximin,iso,0.25,0.5,3,2.6959332726101293e-05
random,iso,0.25,0.5,3,0.0
observable_EI,iso,0.25,1.0,3,0.0
P_beat,iso,0.25,1.0,3,0.0
LCB,iso,0.25,1.0,3,0.0
latent_EI,iso,0.25,1.0,3,0.0
thompson,iso,0.25,1.0,3,0.0
exploit,iso,0.25,1.0,3,0.0
maximin,iso,0.25,1.0,3,0.0
random,iso,0.25,1.0,3,0.0
observable_EI,iso,0.25,1.0,3,0.0
P_beat,iso,0.25,1.0,3,0.0
LCB,iso,0.25,1.0,3,0.0
latent_EI,iso,0.25,1.0,3,0.0
thompson,iso,0.25,1.0,3,0.0
exploit,iso,0.25,1.0,3,0.00035785861014232334
maximin,iso,0.25,1.0,3,0.0
random,iso,0.25,1.0,3,0.0
observable_EI,iso,0.25,1.0,3,0.0
P_beat,iso,0.25,1.0,3,0.0
LCB,iso,0.25,1.0,3,0.0
latent_EI,iso,0.25,1.0,3,0.0
thompson,iso,0.25,1.0,3,0.0
exploit,iso,0.25,1.0,3,0.0
maximin,iso,0.25,1.0,3,0.0
random,iso,0.25,1.0,3,0.0
observable_EI,iso,0.25,2.0,3,0.0002817356718807955
P_beat,iso,0.25,2.0,3,0.0
LCB,iso,0.25,2.0,3,0.0
latent_EI,iso,0.25,2.0,3,0.00030482751986036984
thompson,iso,0.25,2.0,3,0.0
exploit,iso,0.25,2.0,3,5.152562931369097e-05
maximin,iso,0.25,2.0,3,0.00024779748790084734
random,iso,0.25,2.0,3,0.0
observable_EI,iso,0.25,2.0,3,0.0
P_beat,iso,0.25,2.0,3,0.00028587864644859815
LCB,iso,0.25,2.0,3,0.0
latent_EI,iso,0.25,2.0,3,0.0
thompson,iso,0.25,2.0,3,0.0
exploit,iso,0.25,2.0,3,0.0
maximin,iso,0.25,2.0,3,0.0
random,iso,0.25,2.0,3,0.0
observable_EI,iso,0.25,2.0,3,0.0
P_beat,iso,0.25,2.0,3,0.0
LCB,iso,0.25,2.0,3,0.0
latent_EI,iso,0.25,2.0,3,0.000345636830707418
thompson,iso,0.25,2.0,3,0.00011887748181654633
exploit,iso,0.25,2.0,3,0.00033244223763105005
maximin,iso,0.25,2.0,3,0.0003356173256429109
random,iso,0.25,2.0,3,0.0
observable_EI,iso,0.4,0.5,3,0.0
P_beat,iso,0.4,0.5,3,0.0
LCB,iso,0.4,0.5,3,0.0
latent_EI,iso,0.4,0.5,3,0.0
thompson,iso,0.4,0.5,3,0.0
exploit,iso,0.4,0.5,3,0.0
maximin,iso,0.4,0.5,3,0.0001668876339032917
random,iso,0.4,0.5,3,0.0
observable_EI,iso,0.4,0.5,3,0.0
P_beat,iso,0.4,0.5,3,0.0
LCB,iso,0.4,0.5,3,9.262627255511563e-05
latent_EI,iso,0.4,0.5,3,0.0
thompson,iso,0.4,0.5,3,0.0
exploit,iso,0.4,0.5,3,0.0
maximin,iso,0.4,0.5,3,0.0
random,iso,0.4,0.5,3,0.0
observable_EI,iso,0.4,0.5,3,0.0
P_beat,iso,0.4,0.5,3,0.0
LCB,iso,0.4,0.5,3,0.0
latent_EI,iso,0.4,0.5,3,0.0
thompson,iso,0.4,0.5,3,0.0
exploit,iso,0.4,0.5,3,0.0
maximin,iso,0.4,0.5,3,0.0
random,iso,0.4,0.5,3,0.0
observable_EI,iso,0.4,1.0,3,0.0
P_beat,iso,0.4,1.0,3,0.0
LCB,iso,0.4,1.0,3,0.0
latent_EI,iso,0.4,1.0,3,0.0
thompson,iso,0.4,1.0,3,0.0
exploit,iso,0.4,1.0,3,0.0
maximin,iso,0.4,1.0,3,0.0
random,iso,0.4,1.0,3,0.0
observable_EI,iso,0.4,1.0,3,0.0
P_beat,iso,0.4,1.0,3,0.0
LCB,iso,0.4,1.0,3,0.0
latent_EI,iso,0.4,1.0,3,0.0
thompson,iso,0.4,1.0,3,0.0
exploit,iso,0.4,1.0,3,0.0
maximin,iso,0.4,1.0,3,0.0
random,iso,0.4,1.0,3,0.0
observable_EI,iso,0.4,1.0,3,0.0
P_beat,iso,0.4,1.0,3,0.0
LCB,iso,0.4,1.0,3,0.0
latent_EI,iso,0.4,1.0,3,0.0
thompson,iso,0.4,1.0,3,0.0
exploit,iso,0.4,1.0,3,0.0
maximin,iso,0.4,1.0,3,0.0003227095845838761
random,iso,0.4,1.0,3,0.0
observable_EI,iso,0.4,2.0,3,0.0
P_beat,iso,0.4,2.0,3,0.0
LCB,iso,0.4,2.0,3,0.0
latent_EI,iso,0.4,2.0,3,0.0
thompson,iso,0.4,2.0,3,0.0
exploit,iso,0.4,2.0,3,0.0
maximin,iso,0.4,2.0,3,0.0
random,iso,0.4,2.0,3,0.0
observable_EI,iso,0.4,2.0,3,0.00020829940107124697
P_beat,iso,0.4,2.0,3,0.00016076155352871943
LCB,iso,0.4,2.0,3,0.00020872588870544324
latent_EI,iso,0.4,2.0,3,0.0002570334034344622
thompson,iso,0.4,2.0,3,0.0
exploit,iso,0.4,2.0,3,0.0
maximin,iso,0.4,2.0,3,0.00023596973066169994
random,iso,0.4,2.0,3,0.0
observable_EI,iso,0.4,2.0,3,0.0
P_beat,iso,0.4,2.0,3,0.0
LCB,iso,0.4,2.0,3,0.0
latent_EI,iso,0.4,2.0,3,0.0
thompson,iso,0.4,2.0,3,0.0
exploit,iso,0.4,2.0,3,0.00018521237025627315
maximin,iso,0.4,2.0,3,0.00014076694332903453
random,iso,0.4,2.0,3,0.0
observable_EI,iso,0.8,0.5,3,5.7262944022835904e-05
P_beat,iso,0.8,0.5,3,0.0
LCB,iso,0.8,0.5,3,0.0
latent_EI,iso,0.8,0.5,3,0.0
thompson,iso,0.8,0.5,3,0.0
exploit,iso,0.8,0.5,3,0.0
maximin,iso,0.8,0.5,3,0.0
random,iso,0.8,0.5,3,0.0
observable_EI,iso,0.8,0.5,3,0.0
P_beat,iso,0.8,0.5,3,0.0
LCB,iso,0.8,0.5,3,0.0
latent_EI,iso,0.8,0.5,3,0.0
thompson,iso,0.8,0.5,3,0.0
exploit,iso,0.8,0.5,3,0.0
maximin,iso,0.8,0.5,3,0.0
random,iso,0.8,0.5,3,0.0
observable_EI,iso,0.8,0.5,3,0.0
P_beat,iso,0.8,0.5,3,0.0
LCB,iso,0.8,0.5,3,0.0
latent_EI,iso,0.8,0.5,3,0.0
thompson,iso,0.8,0.5,3,0.0
exploit,iso,0.8,0.5,3,0.0
maximin,iso,0.8,0.5,3,0.0
random,iso,0.8,0.5,3,0.0
observable_EI,iso,0.8,1.0,3,0.0
P_beat,iso,0.8,1.0,3,0.0
LCB,iso,0.8,1.0,3,0.0
latent_EI,iso,0.8,1.0,3,0.0
thompson,iso,0.8,1.0,3,0.0
exploit,iso,0.8,1.0,3,0.0
maximin,iso,0.8,1.0,3,0.0
random,iso,0.8,1.0,3,0.0
observable_EI,iso,0.8,1.0,3,0.0
P_beat,iso,0.8,1.0,3,0.0
LCB,iso,0.8,1.0,3,0.0
latent_EI,iso,0.8,1.0,3,0.0
thompson,iso,0.8,1.0,3,0.0
exploit,iso,0.8,1.0,3,0.0
maximin,iso,0.8,1.0,3,0.0
random,iso,0.8,1.0,3,0.0
observable_EI,iso,0.8,1.0,3,0.0
P_beat,iso,0.8,1.0,3,1.0843329022888759e-05
LCB,iso,0.8,1.0,3,0.0
latent_EI,iso,0.8,1.0,3,0.0
thompson,iso,0.8,1.0,3,7.993341052651829e-05
exploit,iso,0.8,1.0,3,0.0
maximin,iso,0.8,1.0,3,0.0
random,iso,0.8,1.0,3,0.0
observable_EI,iso,0.8,2.0,3,0.0
P_beat,iso,0.8,2.0,3,0.0
LCB,iso,0.8,2.0,3,0.0
latent_EI,iso,0.8,2.0,3,0.0
thompson,iso,0.8,2.0,3,0.0
exploit,iso,0.8,2.0,3,0.0
maximin,iso,0.8,2.0,3,0.0
random,iso,0.8,2.0,3,0.0
observable_EI,iso,0.8,2.0,3,0.0
P_beat,iso,0.8,2.0,3,0.0
LCB,iso,0.8,2.0,3,0.0
latent_EI,iso,0.8,2.0,3,0.0
thompson,iso,0.8,2.0,3,0.0
exploit,iso,0.8,2.0,3,0.0
maximin,iso,0.8,2.0,3,0.000227093571068584
random,iso,0.8,2.0,3,0.0
observable_EI,iso,0.8,2.0,3,0.0
P_beat,iso,0.8,2.0,3,0.00024068722450585434
LCB,iso,0.8,2.0,3,0.0
latent_EI,iso,0.8,2.0,3,0.0
thompson,iso,0.8,2.0,3,0.0
exploit,iso,0.8,2.0,3,0.0
maximin,iso,0.8,2.0,3,0.0
random,iso,0.8,2.0,3,0.0
observable_EI,ard,0.1,0.5,3,0.0
P_beat,ard,0.1,0.5,3,0.0
LCB,ard,0.1,0.5,3,0.0
latent_EI,ard,0.1,0.5,3,0.0
thompson,ard,0.1,0.5,3,0.0
exploit,ard,0.1,0.5,3,0.0
maximin,ard,0.1,0.5,3,0.0
random,ard,0.1,0.5,3,0.0
observable_EI,ard,0.1,0.5,3,0.0
P_beat,ard,0.1,0.5,3,0.0
LCB,ard,0.1,0.5,3,0.0
latent_EI,ard,0.1,0.5,3,0.0
thompson,ard,0.1,0.5,3,0.0
exploit,ard,0.1,0.5,3,0.0
maximin,ard,0.1,0.5,3,0.0
random,ard,0.1,0.5,3,6.928931819424536e-05
observable_EI,ard,0.1,0.5,3,0.0
P_beat,ard,0.1,0.5,3,0.0
LCB,ard,0.1,0.5,3,0.0
latent_EI,ard,0.1,0.5,3,0.0
thompson,ard,0.1,0.5,3,0.00030914252050511334
exploit,ard,0.1,0.5,3,0.0
maximin,ard,0.1,0.5,3,0.0
random,ard,0.1,0.5,3,0.0
observable_EI,ard,0.1,1.0,3,0.0
P_beat,ard,0.1,1.0,3,0.0
LCB,ard,0.1,1.0,3,0.0
latent_EI,ard,0.1,1.0,3,0.0
thompson,ard,0.1,1.0,3,0.0
exploit,ard,0.1,1.0,3,0.0
maximin,ard,0.1,1.0,3,0.0
random,ard,0.1,1.0,3,0.0
observable_EI,ard,0.1,1.0,3,0.0
P_beat,ard,0.1,1.0,3,0.0
LCB,ard,0.1,1.0,3,0.0
latent_EI,ard,0.1,1.0,3,0.0
thompson,ard,0.1,1.0,3,0.0
exploit,ard,0.1,1.0,3,0.0
maximin,ard,0.1,1.0,3,0.0
random,ard,0.1,1.0,3,0.0
observable_EI,ard,0.1,1.0,3,0.0
P_beat,ard,0.1,1.0,3,0.0
LCB,ard,0.1,1.0,3,0.0
latent_EI,ard,0.1,1.0,3,0.0
thompson,ard,0.1,1.0,3,0.0
exploit,ard,0.1,1.0,3,0.0
maximin,ard,0.1,1.0,3,0.0
random,ard,0.1,1.0,3,0.0
observable_EI,ard,0.1,2.0,3,0.0003483647635044385
P_beat,ard,0.1,2.0,3,0.00035863152641213794
LCB,ard,0.1,2.0,3,0.0002595552009461092
latent_EI,ard,0.1,2.0,3,0.00034180384743907476
thompson,ard,0.1,2.0,3,0.0
exploit,ard,0.1,2.0,3,0.00026791586339851357
maximin,ard,0.1,2.0,3,0.0
random,ard,0.1,2.0,3,0.0
observable_EI,ard,0.1,2.0,3,0.00034282754331420057
P_beat,ard,0.1,2.0,3,0.0003337131611328219
LCB,ard,0.1,2.0,3,0.00036608477836714664
latent_EI,ard,0.1,2.0,3,0.00029044184328142977
thompson,ard,0.1,2.0,3,0.0002982975201213697
exploit,ard,0.1,2.0,3,7.865437251070891e-05
maximin,ard,0.1,2.0,3,0.0
random,ard,0.1,2.0,3,0.00014239433103386832
observable_EI,ard,0.1,2.0,3,0.00020711505446391768
P_beat,ard,0.1,2.0,3,4.672649807028605e-06
LCB,ard,0.1,2.0,3,0.0
latent_EI,ard,0.1,2.0,3,0.00012133853109288616
thompson,ard,0.1,2.0,3,0.0
exploit,ard,0.1,2.0,3,0.0
maximin,ard,0.1,2.0,3,0.0
random,ard,0.1,2.0,3,0.0
observable_EI,ard,0.15,0.5,3,0.0
P_beat,ard,0.15,0.5,3,0.0
LCB,ard,0.15,0.5,3,0.0
latent_EI,ard,0.15,0.5,3,0.0
thompson,ard,0.15,0.5,3,0.0
exploit,ard,0.15,0.5,3,0.0
maximin,ard,0.15,0.5,3,0.0
random,ard,0.15,0.5,3,0.0
observable_EI,ard,0.15,0.5,3,0.0
P_beat,ard,0.15,0.5,3,0.0
LCB,ard,0.15,0.5,3,0.0
latent_EI,ard,0.15,0.5,3,0.0
thompson,ard,0.15,0.5,3,0.0
exploit,ard,0.15,0.5,3,0.0
maximin,ard,0.15,0.5,3,0.0
random,ard,0.15,0.5,3,0.0
observable_EI,ard,0.15,0.5,3,0.0
P_beat,ard,0.15,0.5,3,0.0
LCB,ard,0.15,0.5,3,0.0
latent_EI,ard,0.15,0.5,3,0.0
thompson,ard,0.15,0.5,3,0.0
exploit,ard,0.15,0.5,3,0.0
maximin,ard,0.15,0.5,3,0.0
random,ard,0.15,0.5,3,0.0
observable_EI,ard,0.15,1.0,3,0.0
P_beat,ard,0.15,1.0,3,0.0
LCB,ard,0.15,1.0,3,0.0
latent_EI,ard,0.15,1.0,3,0.0
thompson,ard,0.15,1.0,3,0.0
exploit,ard,0.15,1.0,3,0.0
maximin,ard,0.15,1.0,3,0.0
random,ard,0.15,1.0,3,0.0002068752225778734
observable_EI,ard,0.15,1.0,3,0.00011478217556541075
P_beat,ard,0.15,1.0,3,0.00017226084014694036
LCB,ard,0.15,1.0,3,0.00016804074659702235
latent_EI,ard,0.15,1.0,3,0.0
thompson,ard,0.15,1.0,3,0.0
exploit,ard,0.15,1.0,3,0.0001627722499311183
maximin,ard,0.15,1.0,3,0.0
random,ard,0.15,1.0,3,0.0
observable_EI,ard,0.15,1.0,3,0.0
P_beat,ard,0.15,1.0,3,0.0
LCB,ard,0.15,1.0,3,0.0
latent_EI,ard,0.15,1.0,3,0.0
thompson,ard,0.15,1.0,3,0.0
exploit,ard,0.15,1.0,3,0.0
maximin,ard,0.15,1.0,3,0.0
random,ard,0.15,1.0,3,0.0
observable_EI,ard,0.15,2.0,3,0.00020961827663963667
P_beat,ard,0.15,2.0,3,0.0
LCB,ard,0.15,2.0,3,5.360203985181508e-05
latent_EI,ard,0.15,2.0,3,8.564397970979641e-05
thompson,ard,0.15,2.0,3,0.0003244685436327338
exploit,ard,0.15,2.0,3,0.0
maximin,ard,0.15,2.0,3,0.0
random,ard,0.15,2.0,3,0.0
observable_EI,ard,0.15,2.0,3,0.0
P_beat,ard,0.15,2.0,3,0.0
LCB,ard,0.15,2.0,3,0.0
latent_EI,ard,0.15,2.0,3,0.0
thompson,ard,0.15,2.0,3,0.0
exploit,ard,0.15,2.0,3,0.0
maximin,ard,0.15,2.0,3,0.00032031265411253096
random,ard,0.15,2.0,3,0.0
observable_EI,ard,0.15,2.0,3,0.0
P_beat,ard,0.15,2.0,3,0.0003589937824509492
LCB,ard,0.15,2.0,3,0.0
latent_EI,ard,0.15,2.0,3,0.0
thompson,ard,0.15,2.0,3,0.0
exploit,ard,0.15,2.0,3,0.00035400667391771154
maximin,ard,0.15,2.0,3,0.0
random,ard,0.15,2.0,3,0.0
observable_EI,ard,0.25,0.5,3,0.0
P_beat,ard,0.25,0.5,3,4.089728206223026e-05
LCB,ard,0.25,0.5,3,0.0
latent_EI,ard,0.25,0.5,3,0.0
thompson,ard,0.25,0.5,3,0.0
exploit,ard,0.25,0.5,3,0.0
maximin,ard,0.25,0.5,3,0.00016672099047235724
random,ard,0.25,0.5,3,0.0
observable_EI,ard,0.25,0.5,3,0.0
P_beat,ard,0.25,0.5,3,0.0
LCB,ard,0.25,0.5,3,0.0
latent_EI,ard,0.25,0.5,3,0.0
thompson,ard,0.25,0.5,3,0.0
exploit,ard,0.25,0.5,3,0.0
maximin,ard,0.25,0.5,3,0.00026404166050385535
random,ard,0.25,0.5,3,0.00014710955460833075
observable_EI,ard,0.25,0.5,3,0.0
P_beat,ard,0.25,0.5,3,0.0
LCB,ard,0.25,0.5,3,0.0
latent_EI,ard,0.25,0.5,3,0.0
thompson,ard,0.25,0.5,3,0.0
exploit,ard,0.25,0.5,3,0.0
maximin,ard,0.25,0.5,3,0.0
random,ard,0.25,0.5,3,0.0
observable_EI,ard,0.25,1.0,3,0.0001963685241075675
P_beat,ard,0.25,1.0,3,0.0
LCB,ard,0.25,1.0,3,0.0
latent_EI,ard,0.25,1.0,3,4.9191995973366575e-05
thompson,ard,0.25,1.0,3,0.0
exploit,ard,0.25,1.0,3,0.00012109832534330523
