policy,mean_gain,P_improve,P_material
P_beat,4.58134832572039e-05,0.2222222222222222,0.0
maximin,3.863425443948553e-05,0.18888888888888888,0.0
thompson,3.806404467748454e-05,0.14444444444444443,0.0
latent_EI,3.719898280495996e-05,0.17777777777777778,0.0
observable_EI,3.45406028831124e-05,0.15555555555555556,0.0
LCB,2.8718987300288035e-05,0.14444444444444443,0.0
exploit,2.5313735321434005e-05,0.1111111111111111,0.0
random,1.6596773734416715e-05,0.07777777777777778,0.0
